,title,year,link,rating,votes,genre,runtime
3450,Une noce en Bohème,1899,/title/tt2317323/,,,"Documentary, Short",
3451,My Ragtime Girl,1899,/title/tt0243436/,,,Short,
3452,The Grand National,II) (1898,/title/tt2152978/,,,"Documentary, Short, Sport",
3453,Scots Guards Firing Feu-de-Joie,1899,/title/tt2287296/,,,"Documentary, Short",
3454,Return of the Fisherman,1896,/title/tt0229678/,,,"Documentary, Short",
3455,Camels and War Dromedaries,1899,/title/tt2211894/,,,"Documentary, Short",
3456,Marching from Barracks,1898,/title/tt2151906/,,,"Documentary, Short",
3457,Lifeboat Procession at Brixham,1899,/title/tt2287280/,,,"Documentary, Short",
3458,Kaffirs and Zulus on the Warpath,1899,/title/tt2304536/,,,"Documentary, Short",
3459,Don Quichotte,1898,/title/tt6971748/,,,Short,
3460,W kawiarni Iwowskiej,1897,/title/tt8095134/,,,"Documentary, Short",
3461,Passing Under Saltash Bridge,1898,/title/tt2211892/,,,"Documentary, Short",
3462,Going to the Yokohama Races,I) (1898,/title/tt0231667/,,,"Documentary, Short",
3463,"Buck Dance, Ute Indians",1898,/title/tt0221040/,,,Documentary,
3464,Pope Leo XIII in the Vatican Gardens,1899,/title/tt2213520/,,,"Documentary, Short",
3465,Coasting,1898,/title/tt0221082/,,,"Documentary, Short",
3466,"Fast Mail, Northern Pacific Railroad",1897,/title/tt0218209/,4.1,101,"Documentary, Short",
3467,Chorus Girls and the Devil,1899,/title/tt0250300/,,,Short,
3468,Tent Pegging and Charging,1899,/title/tt2319806/,,,"Documentary, Short",
3469,Fatale méprise,1899,/title/tt0225697/,,,Short,
3470,Catching the Milk Thief,1899,/title/tt1967473/,,,"Short, Comedy",
3471,Parade at Canton O. Showing Major McKinley in Carriage,1896,/title/tt2261949/,,,"Documentary, Short",
3472,H.M. Battleship 'Terrible',1897,/title/tt2347387/,,,"Documentary, Short",
3473,Trafalgar Square,1899,/title/tt2216470/,,,"Documentary, Short",
3474,Collision,1898,/title/tt2148180/,,,"Documentary, Short",
3475,Children Feeding Ducklings,1899,/title/tt0246489/,,,"Documentary, Short",
3476,The Derby: The Members' Enclosure,1899,/title/tt2331938/,,,"Documentary, Short, Sport",
3477,International Collegiate Games,V) (1899,/title/tt2217532/,,,"Documentary, Short, Sport",
3478,Per le vie di Bergamo,1897,/title/tt2361393/,,,"Documentary, Short",
3479,Going to the Post,1897,/title/tt0215812/,,,"Documentary, Short, Sport",
3480,Jetée et plage de Trouville (2e partie),1896,/title/tt0000087/,5.0,16,"Documentary, Short",
3481,La sortie de l'arsenal,1899,/title/tt1982754/,4.9,61,Short,1 min
3482,Philadelphia Letter Carriers,1898,/title/tt0220700/,,,"Documentary, Short",
3483,Great Northern Railroad,1896,/title/tt2268461/,5.2,6,"Documentary, Short",
3484,The 1899 Derby,1899,/title/tt2213996/,,,"Documentary, Short, Sport",
3485,Facial Expressions: The Fateful Letter,1898,/title/tt0345210/,,,Short,
3486,Arrestation - Aveux du colonel Henry,1899,/title/tt1657321/,,,"Short, Drama",
3487,Pussy's Bath,1896,/title/tt0205333/,5.4,9,Short,
3488,"Church Parade, Woolwich",1897,/title/tt2308573/,,,"Documentary, Short",
3489,A Texas Steer,1898,/title/tt0240972/,,,"Documentary, Short",
3490,Down Ilfracombe Incline,1898,/title/tt2160108/,,,"Documentary, Short",
3491,First City Troop of Philadelphia,1899,/title/tt0243910/,,,"Documentary, Short",
3492,Girls Struggling for a Sofa,1898,/title/tt0221216/,,,"Short, Comedy",
3493,"Horseshoe Falls, from Luna Isle",1896,/title/tt0205140/,,,"Short, Documentary",
3494,Babies Playing on a Hot Day,1899,/title/tt0252916/,,,"Documentary, Short",
3495,A Crowded Course,1899,/title/tt2241192/,,,"Documentary, Short, Sport",
3496,"Fourth Connecticut Volunteers, Dewey Parade",1899,/title/tt0257681/,,,"Short, News",
3497,Coronation of Queen Wilhelmina of Holland (No. 2),1898,/title/tt2147040/,,,"Documentary, Short",
3498,Vista de Moinhos,1896,/title/tt2205679/,6.0,5,"Documentary, Short",
3499,Lord Roberts Leaving for South Africa,1899,/title/tt2332606/,,,"Documentary, Short",
3500,Concours hippique in Berlin,1897,/title/tt0453645/,,,Short,
3501,Walking Greasy Pole,1897,/title/tt2268641/,,,"Documentary, Short, Sport",
3502,Reproduction of the Fitzsimmons-Jeffries Fight in Eleven Rounds Showing the Knockout,1899,/title/tt0230692/,,,"Documentary, Short, Sport",
3503,General Market,1898,/title/tt2152908/,,,"Documentary, Short",
3504,The Elephant's Drill,1899,/title/tt2223204/,,,"Documentary, Short",
3505,He Thought That He Had 'Em,1899,/title/tt0243299/,,,"Short, Comedy",
3506,Soldiers Washing Dishes,1898,/title/tt0235771/,3.4,60,"Documentary, Short",
3507,S.S. St. Louis Leaving Southampton for New York,1899,/title/tt2319802/,,,"Documentary, Short",
3508,Jumping the Rope After Bed Time,1898,/title/tt0236352/,,,Short,
3509,1897 Melbourne Cup,1897,/title/tt0344768/,3.8,8,"Short, News, Sport",
3510,Daily March,1898,/title/tt0219633/,,,"Documentary, Short",
3511,How a Rat Interrupted an Afternoon Tea,1897,/title/tt0219819/,,,Short,
3512,Reproduction of the Corbett and Fitzsimmons Fight,1897,/title/tt0229676/,4.7,27,"Documentary, News, Sport",
3513,Across Brooklyn Bridge,1899,/title/tt0242250/,5.6,12,"Documentary, Short",
3514,El zocalo,1898,/title/tt0383726/,,,"Documentary, Short",
3515,A Regimental Calisthenic Drill in the British Army,1897,/title/tt0220000/,,,"Documentary, Short",
3516,"Le 'courbet', cuirassé de l'escadre française à Villefranche",1898,/title/tt0350472/,,,"Documentary, Short",
3517,Highland Reel,1898,/title/tt0317655/,,,"Documentary, Short",
3518,The Gamblers,1897,/title/tt0242475/,,,"Short, Comedy",
3519,Cattle Driven to Slaughter,1897,/title/tt0217311/,4.2,112,"Documentary, Short",1 min
3520,Wine Garden Scene,1896,/title/tt0204057/,5.0,6,"Documentary, Short",
3521,Cape Town from the Sea,1899,/title/tt2316770/,,,"Documentary, Short",
3522,Test. Coney Island Athletic Club,II) (1899,/title/tt0264093/,,,"Documentary, Short",
3523,Lion Tamer,1898,/title/tt2152540/,,,"Documentary, Short",
3524,Boxing for Points,1897,/title/tt0217290/,4.8,12,"Documentary, Short, Sport",
3525,Ambassadors,1897,/title/tt2372203/,,,"Documentary, Short",
3526,"2nd Company Governor's Footguards, Conn.",1899,/title/tt0257347/,,,Documentary,
3527,Side-Walks of New York,1897,/title/tt0220041/,,,"Documentary, Short",
3528,The Sailor's Departure,1898,/title/tt0286029/,,,"Short, Drama",
3529,The Bowline Stretch,1899,/title/tt2268432/,,,"Documentary, Short",
3530,Cavalry Horses at Play,1897,/title/tt0215601/,,,"Short, Documentary",
3531,The Monitor 'Terror',1898,/title/tt0221408/,,,"Documentary, Short",
3532,An Innocent Victim,1898,/title/tt0240615/,,,"Short, Comedy",
3533,Plaiting the Maypole,1898,/title/tt2159502/,,,"Documentary, Short",
3534,Cancan 2,1897,/title/tt0453642/,,,Short,
3535,The Frankenstein Trestle,1899,/title/tt0253086/,,,"Documentary, Short",
3536,S.S. 'Coptic' at Dock,1897,/title/tt0218566/,3.7,64,"Documentary, Short",
3537,How N.Y. Society Girls Take to the Fad of Tattooing,1899,/title/tt0243316/,,,"Documentary, Short",
3538,Parallel Bars Display,1898,/title/tt2152952/,,,"Documentary, Short",
3539,The Couchee Couchee Bear,1899,/title/tt0241323/,,,Short,
3540,Lutteuses,1897,/title/tt2338091/,,,"Documentary, Short, Sport",
3541,Heaving the Log,1898,/title/tt0229439/,,,"Documentary, Short",
3542,La poupée: Le cure et les mannequins,1899,/title/tt1982753/,5.3,63,Short,1 min
3543,Regreso de Cuba: Desembarco de heridos de Cuba en nuestro puerto,1898,/title/tt2159934/,,,"Documentary, Short",
3544,Festa Campestre dell'Unione Cooperative al Parco di Monza,1897,/title/tt2361235/,,,"Documentary, Short",
3545,Li Hung Chang Driving Through 4th St. and Broadway,1896,/title/tt0203649/,4.9,7,"Documentary, Short",
3546,Quarrelsome Neighbours,1897,/title/tt0230676/,,,"Short, Comedy",
3547,Ride on a Trolley Car in Cape Town,1898,/title/tt2144346/,,,"Documentary, Short",
3548,Spanish Fleet Destroyed,1898,/title/tt0229735/,,,"Short, War",
3549,The Poster Girls,1899,/title/tt0257007/,,,"Short, Comedy",
3550,Skating on Moreland Park,1897,/title/tt2282967/,,,"Documentary, Short",
3551,El presidente de la republica recorriendo la plaza de la constitución el 16 de septiembre,1896,/title/tt0425371/,,,"Documentary, Short",
3552,Novelli in famiglia,1899,/title/tt2217248/,,,"Documentary, Short",
3553,Westminster Clock Tower and St. Margaret's,1899,/title/tt2212000/,,,"Documentary, Short",
3554,Emperor and Empress of Germany,1899,/title/tt0345183/,,,"Documentary, Short",
3555,Panorama of Barnstaple,1898,/title/tt2147026/,7.6,5,"Documentary, Short",
3556,New York Mounted on Parade,1898,/title/tt0232184/,,,"Documentary, Short",
3557,Governor Hastings and Mounted Police,1898,/title/tt0220495/,,,"Documentary, Short",
3558,Heavy Storm at Sea from S.S. 'St. Louis',1899,/title/tt0242513/,,,"Documentary, Short",
3559,Cavalry Charge,II) (1897,/title/tt0215600/,,,"Documentary, Short",
3560,Houseboats at Cliveden Woods,1899,/title/tt2346328/,,,"Documentary, Short",
3561,Panorama of Table Mountain,1899,/title/tt2304552/,,,"Documentary, Short",
3562,New York Police Parade,1898,/title/tt0232185/,,,"Documentary, Short",
3563,English Express Trains Passing in Different Directions,1899,/title/tt2332624/,,,"Documentary, Short",
3564,"Governor Cook and Staff, Connecticut",1897,/title/tt0216785/,,,"Short, News",
3565,The Kohinoor with the Colonial Guests,1897,/title/tt2359367/,,,"Documentary, Short",
3566,Im Hippodrom,1897,/title/tt0453719/,,,"Documentary, Short",
3567,"Na afloop der kindervoorstelling in den Circus Carré, 13 september",1899,/title/tt3835100/,3.6,9,"Documentary, Short",
3568,La fiera di porta Genova,1898,/title/tt2144588/,,,"Documentary, Short",
3569,The Inexhaustible Cab,1899,/title/tt0357794/,,,"Short, Comedy",
3570,"Pope Leo XIII in Canopy Chair, No. 100",1898,/title/tt0241834/,5.2,5,"Documentary, Short",
3571,Serpentello,1897,/title/tt0249950/,,,Short,
3572,Rifle Hill Signal Outpost,1899,/title/tt0242817/,,,"Documentary, Short, War",
3573,Rocky Mountain Riders Rough Riding,1898,/title/tt0237662/,,,"Documentary, Short",
3574,Sword v. Bayonet,1896,/title/tt2255969/,,,"Documentary, Short",
3575,Tilting the Bucket,1898,/title/tt2147914/,,,"Documentary, Short",
3576,Pioupiou et nounou,1898,/title/tt6974684/,,,Short,
3577,The 'Overland Limited' Passing Witch Rocks,1899,/title/tt0262999/,,,"Documentary, Short",
3578,Her Majesty Leaving Spittal Barracks Amid Cheers,1899,/title/tt2228318/,,,"Documentary, Short",
3579,Jumping Hurdles in Sections,1899,/title/tt2305468/,,,"Documentary, Short, Sport",
3580,The Mysterious Midgets,1898,/title/tt0220660/,,,Short,
3581,The Locomotive Wheel,1898,/title/tt0236442/,,,Short,
3582,Through Inverkeething Tunnel,1899,/title/tt2346336/,,,"Documentary, Short",
3583,The Albion Disaster,1898,/title/tt2159902/,,,"Documentary, Short",
3584,The Gallant Young Man,1898,/title/tt0239419/,,,"Short, Comedy",
3585,Switchback,1898,/title/tt2148612/,,,"Documentary, Short",
3586,Feestelijk bezoek van HM Koningin Wilhelmina aan Rotterdam,1899,/title/tt0345223/,,,"Short, News",
3587,Feeding the Pelicans,1899,/title/tt2333128/,,,"Documentary, Short",
3588,Phillis Was Not Dressed to Receive Callers,1899,/title/tt0247617/,,,"Short, Comedy",
3589,Coaling Scene,1899,/title/tt2287240/,,,"Documentary, Short",
3590,A Tug in a Heavy Sea,1898,/title/tt0227693/,,,"Documentary, Short",
3591,Forty Horses and Band Car,1898,/title/tt2161666/,,,"Documentary, Short",
3592,Sprague Electric Train,1897,/title/tt0217816/,,,"Documentary, Short",
3593,The 'Jennie Deans',1898,/title/tt0224999/,,,"Documentary, Short",
3594,Union Jack Fluttering,1897,/title/tt2323709/,,,"Documentary, Short",
3595,Farmer's First Trip to Bergen Beach,1897,/title/tt0229381/,,,Short,
3596,Visit of St. Nicholas,1897,/title/tt0220142/,,,"Short, Family",
3597,Caballos en el hipodromo,1899,/title/tt0383240/,,,"Documentary, Short",
3598,Execution of the Spanish Spy,1898,/title/tt0219678/,,,"Short, Drama",
3599,Cortejo Eucarístico Saindo da Sé do Porto no Aniversário da Sagração do Eminentíssimo Cardeal Américo,1896,/title/tt0138381/,,,"Documentary, Short",
3600,"Une rue à Pornic, en Bretagne",1898,/title/tt2268633/,,,"Documentary, Short",
3601,Fête de Paris 1899: Concours d'automobiles fleuries,1899,/title/tt1186217/,5.4,112,"Documentary, Short",1 min
3602,Physical Drill,1899,/title/tt2332494/,,,"Documentary, Short",
3603,Battle of Santiago,1899,/title/tt0241228/,,,Short,
3604,Brighton Queen,1898,/title/tt2184158/,,,"Documentary, Short",
3605,Sword Dance,1898,/title/tt2152954/,,,"Documentary, Short",
3606,"Mount Taw R.R., No. 3",1898,/title/tt0226163/,4.5,61,"Documentary, Short",
3607,Hobson and Crew of the Merrimac,1898,/title/tt0220521/,,,"Documentary, Short",
3608,"River Scene at Macao, China",1898,/title/tt0235713/,,,"Documentary, Short",
3609,La défense du drapeau,1897,/title/tt1741535/,5.1,59,"Short, Drama, War",1 min
3610,Departure of the Isle of Man Steamer,1898,/title/tt2161658/,,,"Documentary, Short",
3611,Desfile del cuerpo de bomberos el 15 de septiembre,1899,/title/tt0383309/,,,"Documentary, Short",
3612,Ligne de Belfast à Kingstown,1897,/title/tt0345578/,,,"Documentary, Short",
3613,Squad in White Shirts,1898,/title/tt2152550/,,,"Documentary, Short",
3614,Donkey Race,1899,/title/tt2240758/,,,"Documentary, Short, Sport",
3615,Unveiling of the Washington Monument,1897,/title/tt0217125/,5.6,5,"Short, News",
3616,Water Polo,I) (1898,/title/tt0227774/,6.5,6,"Short, Sport",
3617,Explosion en mer,1898,/title/tt5752520/,6.6,18,"Documentary, Short",1 min
3618,Chiens savants: Equilibres,1899,/title/tt1977744/,5.4,52,Short,1 min
3619,Llegada del ilustrisimo señor Arzobispo a la ciudad de mexico,1899,/title/tt0383470/,,,"Documentary, Short",
3620,The Ungallant Lover,1898,/title/tt0300598/,,,"Short, Comedy",
3621,A Roll Lift Draw Bridge,1899,/title/tt0257047/,,,"Documentary, Short",
3622,Repository Drill,1899,/title/tt2213502/,,,Short,
3623,Une confession en Espagne,1898,/title/tt1745860/,,,"Short, Comedy",
3624,Fisherman's Luck,1899,/title/tt1991045/,,,"Short, Comedy",
3625,Lively Picture at Douglas: Diving,1897,/title/tt2347421/,,,"Documentary, Short",
3626,Animated Portrait: Miss Marie Lloyd,1898,/title/tt2152122/,,,"Documentary, Short",
3627,May Day Procession,1899,/title/tt2288590/,,,"Documentary, Short",
3628,Un déjeuner stupéfiant,1897,/title/tt1742198/,,,Short,
3629,"Entrée d'un paquebot, port de Jersey",1899,/title/tt0225631/,6.9,7,"Documentary, Short",
3630,Armor vs. Amour,1899,/title/tt0246434/,,,"Short, Comedy",
3631,Leichenbegräbnis des verstorbenen französischen Präsidenten Félix Faure,1899,/title/tt0454501/,,,"Documentary, Short",
3632,Sports (Riding Sports),1898,/title/tt2144896/,,,"Documentary, Short",
3633,The Demon Barber,1899,/title/tt0246560/,,,Short,
3634,Curling,1899,/title/tt2320544/,,,"Documentary, Short",
3635,"Heads, Hats and Faces",1897,/title/tt0217538/,,,Short,
3636,U.S. Troop-Ships,1898,/title/tt0237871/,,,"Documentary, Short",
3637,The Sirdar,II) (1898,/title/tt2214146/,,,"Documentary, Short",
3638,French Soldiers in a Wall-Climbing Drill,1898,/title/tt0240516/,,,"Documentary, Short",
3639,Harbor of St. Thomas,1898,/title/tt2146974/,,,"Documentary, Short",
3640,The Monks,1898,/title/tt0285740/,,,"Short, Comedy",
3641,A Second Story Man,1898,/title/tt0237712/,,,Short,
3642,Panoramic View of Olympia in New York Harbor,1899,/title/tt0258002/,,,"Documentary, Short",
3643,British Ironclads,1899,/title/tt2227378/,,,"Documentary, Short",
3644,Jeu de chiens,1898,/title/tt2285523/,,,Short,
3645,Capture of Trenches at Candaba,1899,/title/tt0246473/,4.1,68,"Short, Drama, War",
3646,Head of Colonial Procession,1897,/title/tt1321391/,4.8,36,"Documentary, Short",1 min
3647,"Opera of Martha, Second Act",1899,/title/tt0285842/,,,"Short, Music",
3648,Indian War Council,1898,/title/tt0000201/,,,"Short, News",
3649,"Ostriches Running, No. 2",1898,/title/tt0221461/,,,"Documentary, Short",
3650,Yarmouth Sands,1896,/title/tt2238997/,,,"Documentary, Short",
3651,Fishing Smacks,1897,/title/tt0217492/,3.3,65,"Documentary, Short",
3652,Tramps,1897,/title/tt0242964/,,,"Short, Comedy",
3653,Launch of Japanese Man-of-War 'Chitosa',1898,/title/tt0226058/,3.9,56,"Documentary, Short, News",
3654,Seine Majestät Kaiser Wilhelm II. in Stettin,1897,/title/tt0453877/,5.8,10,"Short, News",
3655,English Cavalry in Aldershot,1896,/title/tt2217789/,,,"Documentary, Short",
3656,Dernières cartouches,1897,/title/tt1717597/,4.2,18,"Short, Drama, War",
3657,Dreyfus alliant du lycée de Rennes à la prison,1899,/title/tt0225565/,5.5,32,Short,
3658,Prince and Princess of Wales Arriving in State at the Cardiff Exposition,1896,/title/tt2217905/,,,"Documentary, Short",
3659,Brandvæsnet rykker ud,1897,/title/tt0346649/,5.3,42,"Documentary, Short",
3660,Cuban Volunteers Embarking,1898,/title/tt0231406/,3.1,56,"Documentary, Short, War",
3661,The Junior Republic on Parade,1897,/title/tt0217592/,,,"Documentary, Short",
3662,A Romp,1897,/title/tt0217012/,,,Short,
3663,Merry-Go-Round,1898,/title/tt0239627/,4.0,7,Short,
3664,Loving Against Papa's Wishes,1897,/title/tt0229540/,,,Short,
3665,Capsize of Lifeboat,1897,/title/tt0217307/,4.3,99,"Documentary, Short",1 min
3666,Chasse au Renard: Le Départ,1899,/title/tt1982639/,4.9,60,"Documentary, Short",1 min
3667,The Startled Lover,1899,/title/tt0243579/,,,"Short, Comedy, Romance",
3668,Jésus chassant les vendeurs du temple,1899,/title/tt1660582/,,,"Short, Drama",
3669,Dumb-Bell Exercise,1898,/title/tt2159920/,,,"Documentary, Short",
3670,Early Fashions on Brighton Pier,1898,/title/tt1240441/,,,"Documentary, Short",
3671,La sosea,II) (1897,/title/tt2332687/,,,"Documentary, Short",
3672,Pierrot Troupe,1897,/title/tt2285641/,,,"Documentary, Short",
3673,Stars of the Cricket World,1898,/title/tt2375547/,,,"Documentary, Short, Sport",
3674,Practice Warfare,1898,/title/tt0227300/,,,"Short, Drama, War",
3675,"Pa. R.R., Hattonsfield",1896,/title/tt0203768/,,,"Documentary, Short",
3676,The Pride of the Household,1899,/title/tt0247637/,,,"Documentary, Short",
3677,The Confetti Dance,1898,/title/tt0235310/,,,Short,
3678,Shoot the Chutes Series,1899,/title/tt0230776/,5.9,9,"Documentary, Short",
3679,Sailing and Car,1897,/title/tt2310089/,,,"Documentary, Short",
3680,"65th Regiment, N.Y.V.",1898,/title/tt0238817/,,,"Documentary, Short",
3681,"Governor Bushnell of Ohio, and Staff",1897,/title/tt0215820/,5.2,5,"Short, News",
3682,Spanish Infantry Attacking American Soldiers in Camp,1898,/title/tt0220769/,,,"Short, Drama, War",
3683,New Year's Carnival,V) (1898,/title/tt2198258/,,,"Documentary, Short",
3684,Run of the Havana Fire Department,1898,/title/tt0226395/,,,"Documentary, Short",
3685,Royal Gorge,1898,/title/tt0221522/,,,"Documentary, Short",
3686,Demonstrating the Action of an Automatic Piano,1897,/title/tt0215708/,,,"Documentary, Short",
3687,Turn-Out of a Fire Brigade,1896,/title/tt2238981/,,,"Documentary, Short",
3688,Volley Firing,1897,/title/tt2317345/,,,"Documentary, Short",
3689,Sensational Ride on the Express Train,1899,/title/tt2214072/,,,"Documentary, Short",
3690,Dispatch Boat Dolphin,1898,/title/tt0219650/,,,"Documentary, Short",
3691,Ram 'Katahdin',1898,/title/tt0227345/,,,"Documentary, Short",
3692,Sixth Pennsylvania Volunteers,1898,/title/tt0239993/,,,"Documentary, Short",
3693,Tramp in a Millionaire's Bed,1897,/title/tt0218676/,,,"Short, Comedy",
3694,"22nd Regiment, Kansas Volunteers",1898,/title/tt0229186/,,,"Documentary, Short",
3695,Ferryboat 'Winthrop',1897,/title/tt0216751/,,,"Documentary, Short",
3696,Circolo Operaio Italiano em São Paulo,1899,/title/tt1735411/,,,"Documentary, Short",
3697,Querelle enfantine,1898,/title/tt6974758/,,,Short,
3698,The Sisters Hengler Specialty Dancers,1896,/title/tt0201935/,,,Short,
3699,"Smoking, Eating, and Drinking Scene",1897,/title/tt0214147/,,,Short,
3700,Gales,II) (1899,/title/tt2320514/,,,"Documentary, Short",
3701,Tunis: le Bey et son escorte,1897,/title/tt3187556/,4.6,16,Short,1 min
3702,Teeter Tauter,1898,/title/tt0237810/,,,Short,
3703,Racing at Sheepshead Bay,1897,/title/tt0217754/,4.0,83,"Documentary, Short, Sport",
3704,"Musical Ride, Horse Guards Blue",1897,/title/tt2347461/,,,"Documentary, Short",
3705,Cornell-Yale-Harvard Boat-Race,1897,/title/tt0216634/,,,"Short, News, Sport",
3706,Shamrock I,1899,/title/tt0257163/,,,"Short, News, Sport",
3707,What Our Boys Did at Manila,1898,/title/tt0229841/,,,Short,
3708,"Kanakas Diving for Money (Honolulu), No. 1",1898,/title/tt0231863/,,,"Documentary, Short",
3709,Steam Launch of Olympia,1898,/title/tt0220779/,,,"Documentary, Short",
3710,"Where There's a Will, There's a Way",1899,/title/tt0254864/,,,Short,
3711,Torpedo Boats at the Yacht Race,1899,/title/tt0262839/,,,"Documentary, Short",
3712,Boys Drilling,1898,/title/tt2152554/,,,"Documentary, Short",
3713,The Nursemaid's Surprise,1898,/title/tt0308663/,,,"Short, Comedy",
3714,"Procession of Armenian Monks, Including the Abbot-Archbishop St. Lazar, Venice",1898,/title/tt0345820/,,,"Documentary, Short",
3715,Stapellauf vom Kreuzer Wilhelm der Große,1897,/title/tt0453915/,,,"Documentary, Short",
3716,El brujo desapareciendo,1898,/title/tt2151852/,,,Short,
3717,Three Jolly Girls and the Fun They Had with the Old Swing,1897,/title/tt0217089/,,,Short,
3718,Les congolais à Tervueren,1897,/title/tt0272556/,,,"Documentary, Short",
3719,Stern View,1899,/title/tt2211982/,,,"Documentary, Short",
3720,La guerre en Grèce,1897,/title/tt2285541/,5.8,9,Short,
3721,Columbia School Girls,1897,/title/tt0215639/,,,"Short, News",
3722,6ème bataillon de chasseurs alpins: ascension du sommet du diable,1898,/title/tt1741485/,4.9,38,"Documentary, Short",1 min
3723,'Imperial Limited.' Canadian Pacific R.R.,1899,/title/tt0254057/,,,"Documentary, Short",
3724,Auf der Weidendammer Brücke in Berlin,1897,/title/tt0453608/,,,"Documentary, Short",
3725,"Running Through Gallitzen Tunnel, Penna. R.R.",1899,/title/tt0253606/,,,"Documentary, Short",
3726,Passing the Cruiser Crescent,1898,/title/tt2161672/,,,"Documentary, Short",
3727,Place du Théâtre,1897,/title/tt2322541/,,,"Documentary, Short",
3728,Two Naughty Boys Upsetting the Spoons,1898,/title/tt0274178/,,,"Short, Comedy",
3729,Street,III) (1899,/title/tt2331992/,,,"Documentary, Short",
3730,Grupo en movimiento del general Diaz y de su familia,1896,/title/tt0425077/,5.2,5,"Documentary, Short",
3731,Unexpected Advent of the School Teacher,1898,/title/tt0221678/,,,"Short, Comedy",
3732,Cancan 1,1897,/title/tt0453641/,,,Short,
3733,Fêtes du Palais-Royal: Un tournoi,1899,/title/tt1977799/,5.2,65,"Documentary, Short",1 min
3734,Comic Shaving,1897,/title/tt0213571/,,,"Short, Comedy",
3735,Boston Navy Yard,1898,/title/tt0224677/,,,"Documentary, Short",
3736,Arrival and Working of Hand Pump,1899,/title/tt2287266/,,,"Documentary, Short",
3737,Crowded Course,1898,/title/tt2144864/,,,"Documentary, Short",
3738,Courses de taureaux I,1897,/title/tt0345079/,5.9,14,"Documentary, Short",
3739,Marching,1898,/title/tt2144536/,,,"Documentary, Short",
3740,Procession of the Holy Carpet,1897,/title/tt2268525/,,,"Documentary, Short",
3741,The Cremation,1899,/title/tt0243197/,,,Short,
3742,Royal Henley Regatta,1897,/title/tt2287999/,,,"Documentary, Short",
3743,"The 'Texas,' Naval Parade",1898,/title/tt0239205/,,,"Short, News, War",
3744,Iwatani tengu,1898,/title/tt0406877/,,,Short,
3745,Gaiety Dance,1897,/title/tt0215786/,,,Short,
3746,Wrestling,1898,/title/tt2144908/,,,"Documentary, Short",
3747,On Brighton Beach,1896,/title/tt2185469/,5.3,20,"Documentary, Short",
3748,"Her Majesty, Queen Victoria",I) (1899,/title/tt0242515/,,,"Short, News",
3749,Training Ship 'Lancaster',1899,/title/tt0262841/,,,"Documentary, Short",
3750,Houses of Parliament,1896,/title/tt2205513/,,,"Documentary, Short",
3751,One Chair Short,1898,/title/tt0228674/,,,Short,
3752,The Royal Wedding,1896,/title/tt1199694/,,,Short,
3753,Making an Impression,1898,/title/tt0240706/,,,Short,
3754,"Arrival of Train at Station, Calcutta",1899,/title/tt2316766/,,,"Documentary, Short",
3755,Select Scenes from 'The Corsican Brothers',1896,/title/tt2185497/,,,Short,
3756,Sousse: Marché aux charbons (avec chameaux),1896,/title/tt1732162/,4.8,74,"Documentary, Short",1 min
3757,The Poster Girls and the Hypnotist,1899,/title/tt0257006/,,,Short,
3758,He Kissed the Wrong Girl,1897,/title/tt0205120/,,,"Short, Comedy",
3759,Washing the Baby,1897,/title/tt0218712/,6.3,6,Short,
3760,Suerte de varas,1898,/title/tt2144582/,,,"Documentary, Short",
3761,Love in a Cornfield,1898,/title/tt0240692/,,,"Short, Comedy",
3762,Trying to 'Skin the Cat',1898,/title/tt0229794/,,,Short,
3763,Toll Gate and Castle Rock Near Green River,1899,/title/tt0264099/,,,"Documentary, Short",
3764,"Capuchin Monks, Rome",1898,/title/tt0219579/,,,"Documentary, Short",
3765,Espagne: Courses de taureaux,1897,/title/tt2205469/,4.9,39,"Documentary, Short",1 min
3766,The Sausage Machine,1895,/title/tt0229698/,5.0,10,Short,
3767,'Sampson' Champion High Stepper,1899,/title/tt0244939/,,,"Documentary, Short",
3768,"Ostriches Running, No. 1",1898,/title/tt0221460/,,,"Documentary, Short",
3769,The Female Drummer,1899,/title/tt0246618/,,,"Short, Comedy",
3770,A Chicken Farm,1897,/title/tt0217317/,,,Short,
3771,Quick Lunch,1897,/title/tt0216991/,3.8,5,"Short, Fantasy",
3772,Williamson and Others Driving,1899,/title/tt2371094/,,,"Documentary, Short, Sport",
3773,How Little Willie Put a Head on His Pa,1899,/title/tt0243977/,,,"Short, Comedy",
3774,Sailing Boats,1898,/title/tt2160094/,,,"Documentary, Short, Sport",
3775,Evian: procession de la Fête-Dieu I,1898,/title/tt1741520/,4.7,144,"Documentary, Short",1 min
3776,Skating,1899,/title/tt2332442/,,,"Documentary, Short",
3777,Funeral Procession of the Actor William Terriss,1897,/title/tt2271339/,,,"Documentary, Short",
3778,The Boardwalk,1897,/title/tt0204910/,,,Short,
3779,Hyde Park to the Bank in Three Minutes,1899,/title/tt2199538/,,,"Documentary, Short",
3780,Sound Money Parade,II) (1896,/title/tt0203934/,5.2,5,"Documentary, Short",
3781,"Panorama of American & Canadian Falls, Taken Opposite American Falls",1896,/title/tt0203772/,4.7,6,"Documentary, Short",
3782,Ambulance at the Accident,1897,/title/tt0217248/,4.5,22,"Short, Drama",
3783,Kidnapping by Indians,1899,/title/tt1946282/,4.6,5,"Short, Western",
3784,A Dressing Room Scene,1897,/title/tt0216726/,5.0,5,Short,
